resposta_id,tweet_pai,candidato,data
1576260360990232577,1576192454373834758,Lula,
1575673364357971969,1575673040956006401,Ciro Gomes,
1575673429511966725,1575673040956006401,Ciro Gomes,
1575673406774616064,1575673040956006401,Ciro Gomes,
1575674346592272384,1575673040956006401,Ciro Gomes,
1582081211001774080,1581790766006824960,Lula,
1581975093206712326,1581790766006824960,Lula,
1575693325436583936,1575673040956006401,Ciro Gomes,
1575675894684741633,1575673040956006401,Ciro Gomes,
1575674525970145281,1575673040956006401,Ciro Gomes,
1581792758444232704,1581790766006824960,Lula,
1575976713796091905,1575673040956006401,Ciro Gomes,
1575674154514231296,1575673040956006401,Ciro Gomes,
1575674168242483202,1575673040956006401,Ciro Gomes,
1575673314840055810,1575673040956006401,Ciro Gomes,
1574551647979798529,1574218227667927041,Lula,
1585970447149154304,1585969559336427520,Bolsonaro,
1570593646210347008,1570559590248624128,Lula,
1586011885614166018,1585969559336427520,Bolsonaro,
1570575516004122625,1570559590248624128,Lula,
1570560597305204736,1570559590248624128,Lula,
1585972998980665346,1585969559336427520,Bolsonaro,
1582915834640732161,1582885037036343297,Bolsonaro,
1585975513201319937,1585969559336427520,Bolsonaro,
1582888432736800768,1582885037036343297,Bolsonaro,
1585970518657736712,1585969559336427520,Bolsonaro,
1583133953472331777,1582885037036343297,Bolsonaro,
1570560810254225410,1570559590248624128,Lula,
1582936290856964096,1582885037036343297,Bolsonaro,
1570595130150883328,1570559590248624128,Lula,
1585969945208573952,1585969559336427520,Bolsonaro,
1574221533391765504,1574218227667927041,Lula,
1570705215539793921,1570559590248624128,Lula,
1570695824266657793,1570559590248624128,Lula,
1586097378146197504,1585969559336427520,Bolsonaro,
1575673713474686976,1575673040956006401,Ciro Gomes,
1581823503153520640,1581790766006824960,Lula,
1583969128528105473,1583853572068102146,Lula,
1575680951346135040,1575673040956006401,Ciro Gomes,
1584234715187646464,1583853572068102146,Lula,
1575675946211778560,1575673040956006401,Ciro Gomes,
1583937750340104192,1583853572068102146,Lula,
1565460386668756994,1565393139963236358,Ciro Gomes,
1575826214341603328,1575673040956006401,Ciro Gomes,
1584193086418141185,1583853572068102146,Lula,
1575675059728896000,1575673040956006401,Ciro Gomes,
1584202853388021760,1583853572068102146,Lula,
1578135075870343169,1575673040956006401,Ciro Gomes,
1584200839236702208,1583853572068102146,Lula,
1576149730404765696,1575673040956006401,Ciro Gomes,
1583976900523065344,1583853572068102146,Lula,
1575814422651498497,1575673040956006401,Ciro Gomes,
1582129453949325312,1581790766006824960,Lula,
1583929741455020032,1583853572068102146,Lula,
1575674047752736768,1575673040956006401,Ciro Gomes,
1583929569421033473,1583853572068102146,Lula,
1584022966571962370,1583853572068102146,Lula,
1581812106785017856,1581790766006824960,Lula,
1584687018281664512,1584330518891360256,Lula,
1584654116080349184,1584330518891360256,Lula,
1584004402549256192,1583853572068102146,Lula,
1584113649479692289,1583853572068102146,Lula,
1565484725178884096,1565393139963236358,Ciro Gomes,
1583973697378926592,1583853572068102146,Lula,
1584855959175778304,1584330518891360256,Lula,
1583889391302627328,1583853572068102146,Lula,
1584122858917109760,1583853572068102146,Lula,
1584201517296685056,1583853572068102146,Lula,
1584142726064242695,1583853572068102146,Lula,
1585609078176358405,1584330518891360256,Lula,
1584185329552338944,1583853572068102146,Lula,
1584154362297085952,1583853572068102146,Lula,
1584175262585229319,1583853572068102146,Lula,
1573715356979544071,1573706359194935296,Ciro Gomes,
1573759043361013760,1573706359194935296,Ciro Gomes,
1573787382712860672,1573706359194935296,Ciro Gomes,
1584380485245239297,1584330518891360256,Lula,
1573780408797483009,1573706359194935296,Ciro Gomes,
1581936202051047424,1581790766006824960,Lula,
1573706655258345474,1573706359194935296,Ciro Gomes,
1581966643793899521,1581790766006824960,Lula,
1573735707293716481,1573706359194935296,Ciro Gomes,
1581812984833187840,1581790766006824960,Lula,
